Experiment
----------
Name:	15-12-11 Magra OVA eosinofilica Bude 3
File name:	C:\Users\Wothan\Documents\My flexiVent data\15-12-11 Magra OVA eosinofilica Bude 3.exp
Operator:	Cida
Comment:	Default template provided for mouse experiments.
 
Subjects
--------
 Subject  Name 	Weight	Gender	Strain	Group	Comment
 Magra  OVA  eosinofilica  Bude  3 	 24  g 	female	Balbi		
 
Perturbation:	TLC
 
 
Data
----
 
 Event  ID  -> 	5	5	6	6	12	12	12	12	12	16	16	16	16	16	17	17	17	17	17
    	 12/11/2015  10:57:22  AM 	 12/11/2015  10:57:22  AM 	 12/11/2015  10:57:38  AM 	 12/11/2015  10:57:38  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:07:34  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:00  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 	 12/11/2015  11:22:13  AM 
    	 Closed  tube  cal. 	 Closed  tube  cal. 	 Open  tube  cal. 	 Open  tube  cal. 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 	 Data  set 
Time	Vol	Pcyl	Vol	Pcyl	Vol	Pcyl	Pao	Vtr	Ptr	Vol	Pcyl	Pao	Vtr	Ptr	Vol	Pcyl	Pao	Vtr	Ptr
s	mL	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O	mL	cmH2O	cmH2O	mL	cmH2O
    																			
4.7773	0.20863	30.087	0.39864	0.22704	1.35045	30.187	30.199	1.1382	30.145	1.09258	30.376	30.407	0.88312	30.357	1.02987	30.011	30.018	0.82466	29.995
4.7813	0.20868	30.081	0.39864	0.22656	1.35116	30.209	30.218	1.1387	30.168	1.0927	30.347	30.37	0.88341	30.324	1.0302	30.019	30.026	0.82491	29.999
4.7852	0.20871	30.08	0.3986	0.22569	1.35189	30.23	30.232	1.1393	30.185	1.09278	30.306	30.322	0.88372	30.283	1.03057	30.029	30.042	0.82519	30.01
4.7891	0.20869	30.085	0.39857	0.22372	1.35262	30.243	30.24	1.1399	30.196	1.09283	30.262	30.279	0.88403	30.237	1.03096	30.049	30.067	0.82541	30.033
4.793	0.20861	30.094	0.39855	0.22187	1.35335	30.253	30.246	1.1406	30.204	1.09293	30.216	30.241	0.88439	30.186	1.03138	30.079	30.1	0.8256	30.063
4.7969	0.20856	30.1	0.39856	0.22142	1.35409	30.261	30.255	1.1412	30.214	1.09313	30.176	30.205	0.88482	30.145	1.03187	30.115	30.133	0.82583	30.095
4.8008	0.20861	30.103	0.3986	0.22256	1.35478	30.271	30.269	1.1418	30.23	1.09337	30.149	30.177	0.88521	30.123	1.03244	30.152	30.165	0.82613	30.13
4.8047	0.20876	30.105	0.39861	0.22358	1.35539	30.285	30.286	1.1423	30.248	1.09361	30.135	30.16	0.88551	30.113	1.03299	30.19	30.2	0.8264	30.172
4.8086	0.20891	30.103	0.39857	0.22344	1.35603	30.303	30.304	1.1428	30.264	1.09386	30.126	30.15	0.88579	30.105	1.03348	30.228	30.237	0.82662	30.211
4.8125	0.20901	30.098	0.39853	0.22405	1.35668	30.315	30.316	1.1433	30.272	1.09412	30.118	30.142	0.88606	30.098	1.03395	30.259	30.27	0.82686	30.236
4.8164	0.20904	30.093	0.39851	0.22713	1.35726	30.31	30.312	1.1439	30.265	1.09439	30.114	30.138	0.88633	30.095	1.03447	30.28	30.291	0.82721	30.251
4.8203	0.20902	30.091	0.39847	0.22981	1.35779	30.296	30.301	1.1445	30.253	1.09466	30.115	30.138	0.88656	30.097	1.03503	30.297	30.306	0.82763	30.267
4.8242	0.20901	30.092	0.39846	0.22894	1.35833	30.29	30.298	1.145	30.253	1.09494	30.117	30.14	0.88679	30.099	1.03558	30.321	30.331	0.82799	30.297
4.8281	0.20904	30.092	0.39851	0.22586	1.3589	30.305	30.314	1.1455	30.275	1.09522	30.117	30.141	0.88705	30.099	1.0361	30.356	30.369	0.82824	30.341
4.832	0.20904	30.091	0.39859	0.22475	1.35946	30.334	30.341	1.1458	30.305	1.0955	30.12	30.144	0.88728	30.104	1.03655	30.397	30.409	0.8284	30.388
4.8359	0.20902	30.09	0.39862	0.22573	1.36004	30.357	30.359	1.1462	30.323	1.09581	30.134	30.159	0.88746	30.122	1.03691	30.435	30.442	0.82849	30.429
4.8398	0.20903	30.089	0.3986	0.22522	1.36062	30.361	30.36	1.1467	30.321	1.09615	30.159	30.184	0.88761	30.146	1.0372	30.463	30.467	0.82856	30.455
4.8438	0.20908	30.087	0.39857	0.22312	1.36108	30.342	30.348	1.1473	30.3	1.09652	30.184	30.205	0.88779	30.168	1.03743	30.473	30.477	0.8287	30.46
4.8477	0.20911	30.086	0.39855	0.22302	1.36143	30.306	30.321	1.1479	30.262	1.09689	30.202	30.215	0.88801	30.183	1.03762	30.464	30.469	0.82892	30.447
4.8516	0.20912	30.089	0.39853	0.2255	1.36177	30.259	30.273	1.1485	30.21	1.09726	30.213	30.223	0.88828	30.191	1.03774	30.445	30.451	0.82912	30.433
4.8555	0.2091	30.096	0.3985	0.22713	1.36215	30.207	30.21	1.1491	30.156	1.09761	30.215	30.231	0.88858	30.191	1.03777	30.428	30.436	0.82923	30.424
4.8594	0.20909	30.1	0.39851	0.2268	1.36254	30.159	30.155	1.1498	30.11	1.09793	30.21	30.23	0.88891	30.187	1.03777	30.419	30.43	0.82926	30.419
4.8633	0.20908	30.099	0.39853	0.2257	1.36294	30.121	30.116	1.1504	30.076	1.09819	30.201	30.223	0.88919	30.184	1.03776	30.414	30.428	0.82925	30.415
4.8672	0.20905	30.095	0.39855	0.22485	1.36337	30.093	30.09	1.151	30.047	1.09841	30.203	30.226	0.88936	30.194	1.03774	30.409	30.419	0.82923	30.409
4.8711	0.20903	30.09	0.39857	0.22397	1.36388	30.071	30.07	1.1516	30.024	1.09862	30.223	30.245	0.88942	30.221	1.0377	30.397	30.404	0.82925	30.392
4.875	0.20908	30.087	0.39857	0.22357	1.36444	30.057	30.057	1.1523	30.012	1.09885	30.253	30.271	0.88942	30.253	1.0377	30.373	30.384	0.82937	30.359
4.8789	0.20916	30.087	0.39856	0.22435	1.36502	30.053	30.055	1.1528	30.012	1.09909	30.283	30.289	0.88944	30.278	1.03776	30.338	30.355	0.82962	30.316
4.8828	0.2092	30.086	0.39854	0.22557	1.36558	30.056	30.056	1.1533	30.018	1.09933	30.299	30.298	0.88954	30.288	1.03781	30.293	30.312	0.82993	30.27
4.8867	0.2092	30.084	0.3985	0.22518	1.36614	30.06	30.056	1.1538	30.018	1.09957	30.299	30.303	0.88975	30.281	1.03783	30.243	30.262	0.83024	30.22
4.8906	0.20919	30.081	0.39849	0.22348	1.36679	30.064	30.058	1.1544	30.016	1.0998	30.289	30.305	0.89002	30.271	1.03786	30.195	30.216	0.83056	30.172
4.8945	0.2092	30.08	0.39851	0.223	1.36757	30.075	30.072	1.1551	30.026	1.09999	30.28	30.304	0.89022	30.268	1.03792	30.152	30.179	0.83086	30.13
4.8984	0.20926	30.081	0.39854	0.22544	1.36837	30.098	30.098	1.1557	30.054	1.10014	30.281	30.306	0.89035	30.273	1.03797	30.111	30.144	0.83115	30.091
4.9023	0.20934	30.081	0.39854	0.22847	1.36914	30.128	30.127	1.1563	30.086	1.10032	30.292	30.316	0.89042	30.287	1.03801	30.072	30.108	0.83141	30.054
4.9063	0.20941	30.081	0.39855	0.22839	1.3699	30.156	30.154	1.1568	30.11	1.1005	30.31	30.325	0.89046	30.305	1.03807	30.044	30.083	0.83162	30.03
4.9102	0.20945	30.078	0.39859	0.22652	1.37072	30.178	30.182	1.1575	30.126	1.10069	30.319	30.322	0.89055	30.307	1.03819	30.034	30.073	0.83177	30.024
4.9141	0.20947	30.07	0.39859	0.22681	1.37159	30.196	30.21	1.1582	30.143	1.10086	30.305	30.307	0.89078	30.284	1.03835	30.034	30.068	0.8319	30.024
4.918	0.20949	30.065	0.39853	0.22965	1.37242	30.216	30.239	1.1589	30.17	1.10101	30.272	30.286	0.89112	30.246	1.03854	30.036	30.059	0.83205	30.025
4.9219	0.20949	30.064	0.39849	0.22946	1.37317	30.244	30.271	1.1594	30.207	1.10116	30.234	30.26	0.89148	30.206	1.03875	30.042	30.055	0.83219	30.033
4.9258	0.20952	30.063	0.39851	0.22536	1.37385	30.274	30.299	1.1599	30.239	1.10133	30.197	30.227	0.89187	30.168	1.039	30.06	30.066	0.8323	30.05
4.9297	0.20955	30.06	0.39856	0.22237	1.37448	30.295	30.313	1.1603	30.255	1.10151	30.162	30.189	0.89224	30.134	1.03934	30.084	30.086	0.83245	30.071
4.9336	0.20956	30.055	0.39858	0.22354	1.37512	30.297	30.308	1.1609	30.25	1.10173	30.135	30.155	0.8926	30.107	1.0397	30.105	30.108	0.83264	30.09
4.9375	0.20953	30.051	0.39859	0.22552	1.37574	30.286	30.292	1.1616	30.239	1.10202	30.117	30.136	0.89298	30.089	1.04006	30.123	30.132	0.83285	30.108
4.9414	0.2095	30.049	0.3986	0.22521	1.37632	30.28	30.283	1.1622	30.24	1.10237	30.109	30.13	0.89335	30.084	1.04043	30.143	30.162	0.83306	30.127
4.9453	0.20947	30.048	0.3986	0.22372	1.37686	30.289	30.292	1.1626	30.258	1.10267	30.106	30.13	0.89364	30.086	1.04081	30.164	30.189	0.83327	30.147
4.9492	0.20946	30.05	0.39859	0.22198	1.37734	30.304	30.313	1.163	30.279	1.10296	30.107	30.133	0.89389	30.088	1.04118	30.18	30.2	0.83351	30.161
4.9531	0.20946	30.054	0.39857	0.22078	1.37776	30.314	30.327	1.1633	30.287	1.10329	30.114	30.141	0.89414	30.095	1.04152	30.187	30.198	0.83377	30.167
4.957	0.20948	30.057	0.39856	0.22154	1.37815	30.308	30.321	1.1637	30.274	1.10366	30.126	30.152	0.89441	30.104	1.04183	30.19	30.195	0.83404	30.172
4.9609	0.2095	30.056	0.39854	0.22358	1.37853	30.284	30.297	1.1642	30.242	1.10406	30.136	30.16	0.89471	30.113	1.0421	30.195	30.201	0.83424	30.184
4.9648	0.20952	30.052	0.39855	0.22613	1.37893	30.25	30.262	1.1648	30.203	1.10446	30.146	30.167	0.89502	30.125	1.04231	30.208	30.216	0.83434	30.202
4.9688	0.20954	30.051	0.39857	0.22928	1.37935	30.211	30.22	1.1654	30.161	1.10487	30.164	30.181	0.89528	30.145	1.04254	30.232	30.241	0.83438	30.228
4.9727	0.20956	30.051	0.39859	0.23051	1.37981	30.171	30.176	1.1661	30.118	1.10528	30.188	30.201	0.8955	30.171	1.04284	30.264	30.274	0.83444	30.258
4.9766	0.20959	30.052	0.39857	0.22938	1.38029	30.132	30.137	1.1668	30.08	1.10568	30.207	30.222	0.89574	30.189	1.04315	30.292	30.307	0.83454	30.283
4.9805	0.20961	30.052	0.39852	0.22974	1.38079	30.102	30.109	1.1675	30.053	1.10604	30.218	30.241	0.896	30.2	1.04342	30.306	30.323	0.83469	30.294
4.9844	0.20965	30.05	0.39852	0.23403	1.38131	30.08	30.091	1.1681	30.034	1.10637	30.228	30.258	0.89623	30.211	1.04362	30.305	30.319	0.83486	30.292
4.9883	0.20972	30.048	0.39855	0.23555	1.38184	30.065	30.079	1.1687	30.021	1.10666	30.238	30.268	0.89644	30.22	1.04377	30.297	30.308	0.83503	30.287
4.9922	0.20976	30.048	0.39854	0.23131	1.38238	30.058	30.074	1.1693	30.017	1.10696	30.239	30.266	0.89669	30.217	1.04385	30.29	30.302	0.83512	30.285
4.9961	0.20974	30.043	0.39851	0.22769	1.38298	30.063	30.077	1.1698	30.02	1.10726	30.229	30.252	0.89703	30.205	1.04389	30.288	30.303	0.83515	30.286
5	0.20974	30.038	0.39849	0.22858	1.38367	30.073	30.081	1.1704	30.026	1.1075	30.216	30.239	0.89732	30.198	1.04395	30.288	30.303	0.83518	30.285
5.0039	0.20979	30.036	0.3985	0.2307	1.38439	30.08	30.083	1.171	30.031	1.1077	30.215	30.241	0.89749	30.207	1.04406	30.289	30.301	0.83525	30.282
5.0078	0.20983	30.038	0.39853	0.23069	1.38509	30.085	30.09	1.1717	30.038	1.10788	30.232	30.258	0.89753	30.231	1.04419	30.289	30.298	0.83535	30.281
5.0117	0.20981	30.039	0.39856	0.22918	1.38577	30.093	30.102	1.1723	30.05	1.10806	30.257	30.279	0.89752	30.256	1.04428	30.281	30.29	0.83546	30.272
5.0156	0.20978	30.041	0.39859	0.22774	1.38642	30.107	30.113	1.1728	30.067	1.10827	30.277	30.295	0.89757	30.269	1.04432	30.258	30.267	0.83561	30.242
5.0195	0.20981	30.045	0.39862	0.22731	1.38708	30.124	30.123	1.1733	30.085	1.10847	30.282	30.301	0.89771	30.269	1.04436	30.22	30.228	0.83587	30.197
5.0234	0.20992	30.05	0.39864	0.22713	1.38777	30.145	30.137	1.1739	30.103	1.10866	30.276	30.3	0.89791	30.261	1.04444	30.176	30.188	0.8362	30.151
5.0273	0.21001	30.054	0.39863	0.2271	1.38851	30.166	30.156	1.1744	30.121	1.10884	30.267	30.293	0.89811	30.253	1.04456	30.138	30.154	0.83654	30.112
5.0313	0.21004	30.055	0.39861	0.22841	1.38928	30.186	30.178	1.175	30.14	1.109	30.262	30.289	0.89827	30.253	1.04475	30.108	30.121	0.83689	30.08
5.0352	0.21008	30.053	0.39857	0.23011	1.39008	30.21	30.204	1.1756	30.165	1.10915	30.268	30.293	0.89835	30.265	1.04497	30.081	30.088	0.83727	30.053
5.0391	0.21013	30.053	0.39852	0.22983	1.39087	30.239	30.239	1.1762	30.198	1.10926	30.28	30.302	0.89835	30.282	1.0452	30.057	30.064	0.83761	30.034
5.043	0.21018	30.058	0.39847	0.22728	1.39164	30.271	30.278	1.1767	30.23	1.10933	30.292	30.306	0.89832	30.291	1.04538	30.04	30.056	0.83787	30.023
5.0469	0.21025	30.066	0.39847	0.22554	1.39237	30.293	30.306	1.1773	30.249	1.1094	30.292	30.296	0.89836	30.283	1.04555	30.032	30.054	0.83806	30.018
5.0508	0.21033	30.072	0.39853	0.22697	1.39304	30.298	30.311	1.1779	30.252	1.10949	30.273	30.273	0.89853	30.255	1.04576	30.032	30.048	0.83825	30.018
5.0547	0.21035	30.074	0.39858	0.2289	1.39365	30.292	30.298	1.1785	30.245	1.10959	30.237	30.242	0.89884	30.211	1.046	30.037	30.042	0.83843	30.025
5.0586	0.21033	30.076	0.39859	0.22875	1.39427	30.289	30.288	1.1791	30.247	1.10969	30.189	30.204	0.89922	30.16	1.04626	30.048	30.046	0.83857	30.037
5.0625	0.21031	30.079	0.39856	0.22694	1.39489	30.301	30.301	1.1796	30.267	1.10979	30.139	30.156	0.89962	30.11	1.04654	30.065	30.061	0.83872	30.053
5.0664	0.21031	30.085	0.39854	0.22372	1.39545	30.322	30.327	1.18	30.293	1.1099	30.096	30.108	0.89998	30.071	1.04685	30.082	30.081	0.83889	30.068
5.0703	0.21037	30.095	0.39851	0.22103	1.39591	30.333	30.344	1.1804	30.305	1.11004	30.066	30.074	0.90028	30.044	1.0472	30.1	30.101	0.83909	30.086
5.0742	0.21047	30.104	0.39847	0.22105	1.39628	30.324	30.335	1.1808	30.293	1.11024	30.05	30.056	0.90055	30.029	1.04756	30.124	30.124	0.83926	30.112
5.0781	0.21056	30.109	0.39847	0.22196	1.39654	30.293	30.301	1.1812	30.259	1.11052	30.044	30.047	0.90084	30.023	1.04795	30.155	30.149	0.83942	30.142
5.082	0.21064	30.111	0.3985	0.22329	1.39674	30.245	30.251	1.1817	30.207	1.11084	30.045	30.045	0.90112	30.024	1.04834	30.182	30.169	0.8396	30.167
5.0859	0.21073	30.11	0.39853	0.22565	1.39692	30.188	30.191	1.1822	30.145	1.11119	30.051	30.052	0.9014	30.03	1.04867	30.197	30.18	0.83981	30.179
5.0898	0.2108	30.112	0.39855	0.22722	1.39717	30.13	30.131	1.1828	30.083	1.11158	30.064	30.066	0.90167	30.042	1.04897	30.199	30.189	0.84006	30.177
5.0938	0.21081	30.114	0.39858	0.22717	1.3975	30.08	30.086	1.1834	30.033	1.11203	30.082	30.084	0.90197	30.058	1.04931	30.196	30.199	0.84039	30.17
5.0977	0.21079	30.114	0.39861	0.22702	1.39789	30.043	30.055	1.184	29.999	1.11252	30.102	30.108	0.9023	30.078	1.0497	30.196	30.209	0.84075	30.173
5.1016	0.21079	30.11	0.3986	0.22773	1.39828	30.015	30.028	1.1846	29.975	1.11303	30.128	30.139	0.90262	30.107	1.05005	30.204	30.218	0.84101	30.191
5.1055	0.21078	30.108	0.3986	0.22804	1.39869	29.994	30.004	1.1851	29.953	1.11355	30.165	30.178	0.90286	30.147	1.05028	30.221	30.234	0.8411	30.22
5.1094	0.21074	30.109	0.39864	0.22759	1.39919	29.983	29.994	1.1856	29.942	1.1141	30.209	30.22	0.90309	30.19	1.05041	30.246	30.258	0.84104	30.251
5.1133	0.21077	30.11	0.39865	0.22855	1.39981	29.987	29.997	1.1862	29.945	1.11466	30.25	30.256	0.90336	30.229	1.05053	30.269	30.28	0.84098	30.27
5.1172	0.21088	30.11	0.39862	0.23145	1.4005	30.003	30.008	1.1868	29.958	1.1152	30.284	30.283	0.90365	30.261	1.05064	30.276	30.286	0.84101	30.271
5.1211	0.21098	30.11	0.3986	0.23258	1.4013	30.025	30.025	1.1874	29.976	1.1157	30.307	30.305	0.90397	30.281	1.05073	30.269	30.277	0.84111	30.261
5.125	0.21104	30.111	0.3986	0.23055	1.40217	30.054	30.054	1.188	30.005	1.11612	30.311	30.316	0.90433	30.283	1.05079	30.255	30.265	0.84124	30.245
5.1289	0.21107	30.112	0.3986	0.22778	1.40306	30.091	30.094	1.1886	30.046	1.11646	30.299	30.313	0.90471	30.273	1.05089	30.242	30.258	0.84139	30.232
5.1328	0.21112	30.11	0.39858	0.22697	1.40394	30.131	30.137	1.1892	30.085	1.11669	30.28	30.299	0.90504	30.259	1.051	30.236	30.254	0.84151	30.231
5.1367	0.21113	30.109	0.39852	0.22735	1.40484	30.166	30.173	1.1899	30.116	1.11685	30.263	30.284	0.90528	30.248	1.05106	30.238	30.25	0.84152	30.238
5.1406	0.21111	30.108	0.39849	0.22654	1.40574	30.195	30.198	1.1906	30.144	1.117	30.256	30.277	0.90544	30.248	1.05108	30.24	30.249	0.8415	30.239
5.1445	0.21107	30.107	0.39852	0.22551	1.40661	30.221	30.218	1.1912	30.17	1.11713	30.262	30.279	0.9055	30.259	1.05111	30.234	30.249	0.84154	30.227
5.1484	0.21104	30.106	0.39855	0.22781	1.40747	30.246	30.239	1.1919	30.197	1.11725	30.273	30.291	0.90552	30.271	1.05115	30.214	30.237	0.84167	30.203
5.1523	0.21103	30.104	0.39857	0.23062	1.40831	30.273	30.266	1.1925	30.227	1.11735	30.279	30.306	0.90555	30.276	1.05116	30.183	30.203	0.84186	30.167
5.1563	0.21106	30.099	0.39858	0.22966	1.40912	30.302	30.299	1.1931	30.259	1.11742	30.277	30.308	0.9056	30.272	1.05117	30.143	30.154	0.8421	30.122
5.1602	0.21111	30.094	0.39859	0.22688	1.40989	30.331	30.338	1.1937	30.288	1.11748	30.27	30.296	0.90568	30.265	1.05124	30.101	30.109	0.84241	30.077
5.1641	0.21113	30.087	0.39858	0.2253	1.41061	30.349	30.368	1.1942	30.303	1.11752	30.264	30.282	0.90573	30.261	1.05135	30.063	30.071	0.84273	30.039
5.168	0.21111	30.079	0.39855	0.22522	1.41126	30.348	30.373	1.1949	30.302	1.11757	30.261	30.277	0.90576	30.257	1.05145	30.027	30.035	0.84304	30.005
5.1719	0.21107	30.073	0.39854	0.2253	1.41183	30.337	30.362	1.1955	30.295	1.1177	30.265	30.283	0.90584	30.259	1.05157	29.998	30.008	0.84331	29.978
5.1758	0.21104	30.07	0.39854	0.22397	1.41234	30.335	30.356	1.196	30.302	1.11788	30.274	30.292	0.90593	30.266	1.05175	29.982	29.994	0.84357	29.963
5.1797	0.21105	30.067	0.39857	0.22368	1.41285	30.351	30.37	1.1963	30.324	1.11807	30.281	30.296	0.90604	30.27	1.05198	29.977	29.99	0.84381	29.959
5.1836	0.2111	30.065	0.39861	0.22765	1.4134	30.378	30.394	1.1967	30.351	1.11828	30.281	30.293	0.90622	30.264	1.05225	29.977	29.991	0.84404	29.959
5.1875	0.21117	30.066	0.39864	0.23195	1.41396	30.402	30.41	1.1971	30.371	1.11848	30.269	30.282	0.90647	30.247	1.05258	29.986	30	0.84428	29.968
5.1914	0.21121	30.069	0.39864	0.23209	1.41449	30.412	30.411	1.1975	30.374	1.11866	30.243	30.257	0.90679	30.218	1.05297	30.005	30.02	0.84452	29.986
5.1953	0.21122	30.071	0.39858	0.22935	1.415	30.4	30.399	1.1981	30.354	1.11878	30.203	30.217	0.90713	30.178	1.05345	30.034	30.045	0.84477	30.014
5.1992	0.21118	30.07	0.39852	0.22809	1.4155	30.371	30.375	1.1987	30.319	1.11887	30.161	30.171	0.90747	30.134	1.05397	30.068	30.073	0.84505	30.048
5.2031	0.21117	30.064	0.39853	0.22948	1.41598	30.331	30.332	1.1994	30.278	1.11901	30.123	30.135	0.90782	30.096	1.05452	30.107	30.105	0.84531	30.087
5.207	0.21124	30.06	0.39861	0.23037	1.4164	30.286	30.281	1.2001	30.235	1.11921	30.093	30.112	0.90819	30.065	1.05506	30.149	30.145	0.84555	30.132
5.2109	0.21131	30.059	0.39869	0.23048	1.4168	30.241	30.238	1.2008	30.193	1.11945	30.071	30.096	0.90854	30.046	1.0556	30.194	30.191	0.84576	30.176
5.2148	0.21131	30.06	0.39869	0.23125	1.41718	30.202	30.209	1.2014	30.157	1.11971	30.059	30.083	0.90884	30.036	1.05612	30.231	30.234	0.84601	30.21
5.2188	0.21125	30.057	0.39864	0.23077	1.41761	30.172	30.184	1.2019	30.129	1.12001	30.053	30.079	0.90915	30.031	1.05664	30.255	30.262	0.84634	30.229
5.2227	0.21122	30.053	0.3986	0.22824	1.41806	30.151	30.156	1.2025	30.11	1.12033	30.055	30.089	0.90943	30.035	1.05711	30.267	30.276	0.84672	30.239
5.2266	0.21125	30.053	0.39858	0.22497	1.41851	30.134	30.134	1.203	30.095	1.12065	30.064	30.105	0.90966	30.048	1.05749	30.267	30.281	0.84705	30.244
5.2305	0.21126	30.052	0.39856	0.22334	1.41895	30.119	30.119	1.2035	30.081	1.12097	30.077	30.111	0.90986	30.061	1.05775	30.259	30.278	0.84733	30.24
5.2344	0.21126	30.052	0.39855	0.22441	1.4194	30.107	30.106	1.204	30.068	1.12132	30.092	30.114	0.91008	30.074	1.05793	30.248	30.27	0.84755	30.235
5.2383	0.21132	30.051	0.39854	0.22681	1.41989	30.1	30.103	1.2046	30.062	1.12171	30.109	30.126	0.91034	30.09	1.0581	30.249	30.271	0.84769	30.243
5.2422	0.21142	30.054	0.39855	0.22714	1.42045	30.104	30.117	1.2051	30.066	1.12214	30.13	30.145	0.9106	30.111	1.05825	30.265	30.288	0.8477	30.266
5.2461	0.21151	30.057	0.39856	0.22363	1.42112	30.124	30.147	1.2056	30.085	1.12259	30.155	30.166	0.91086	30.135	1.05841	30.289	30.311	0.84768	30.289
5.25	0.21155	30.058	0.39856	0.22185	1.4219	30.158	30.183	1.2061	30.115	1.12308	30.183	30.191	0.91113	30.163	1.0586	30.308	30.322	0.84771	30.302
5.2539	0.21153	30.056	0.39855	0.22422	1.42278	30.196	30.214	1.2067	30.149	1.12359	30.215	30.224	0.9114	30.195	1.05879	30.313	30.319	0.84784	30.302
5.2578	0.21149	30.052	0.39854	0.22683	1.42369	30.233	30.244	1.2073	30.185	1.12402	30.241	30.255	0.91164	30.222	1.05894	30.306	30.314	0.84801	30.296
5.2617	0.21148	30.048	0.39851	0.22732	1.42459	30.268	30.279	1.208	30.221	1.12439	30.253	30.27	0.91189	30.231	1.05901	30.295	30.309	0.84812	30.29
5.2656	0.21148	30.044	0.39852	0.22758	1.42544	30.302	30.315	1.2086	30.258	1.12473	30.253	30.27	0.9122	30.23	1.05902	30.286	30.297	0.84815	30.285
5.2695	0.21149	30.041	0.39855	0.2294	1.42625	30.337	30.348	1.2091	30.297	1.12505	30.249	30.266	0.91252	30.227	1.05901	30.28	30.283	0.84815	30.28
5.2734	0.21154	30.041	0.39862	0.23045	1.42708	30.38	30.383	1.2096	30.338	1.12534	30.247	30.266	0.91278	30.231	1.05903	30.279	30.28	0.84815	30.278
5.2773	0.21159	30.044	0.39867	0.22944	1.42797	30.422	30.424	1.2102	30.373	1.12555	30.251	30.271	0.91294	30.243	1.0591	30.281	30.288	0.84817	30.278
5.2813	0.21159	30.047	0.39866	0.22715	1.42887	30.448	30.457	1.2109	30.393	1.1257	30.262	30.283	0.91299	30.259	1.05919	30.279	30.29	0.84824	30.273
5.2852	0.21157	30.044	0.39862	0.22515	1.42969	30.451	30.465	1.2117	30.395	1.12585	30.278	30.302	0.91301	30.276	1.05923	30.263	30.273	0.84835	30.252
5.2891	0.21155	30.037	0.39859	0.22375	1.43037	30.441	30.453	1.2124	30.393	1.12598	30.29	30.317	0.91303	30.287	1.05922	30.23	30.241	0.84853	30.213
5.293	0.21155	30.032	0.39855	0.22329	1.4309	30.434	30.444	1.213	30.4	1.12606	30.29	30.316	0.91308	30.285	1.05923	30.187	30.199	0.84879	30.166
5.2969	0.21156	30.029	0.39853	0.22357	1.43132	30.437	30.451	1.2133	30.412	1.12611	30.28	30.295	0.91316	30.271	1.05925	30.14	30.152	0.84908	30.118
5.3008	0.21159	30.028	0.39854	0.22397	1.43169	30.442	30.464	1.2136	30.419	1.1262	30.265	30.272	0.91331	30.253	1.05927	30.093	30.104	0.84937	30.071
5.3047	0.21164	30.026	0.39852	0.22387	1.43202	30.441	30.462	1.2139	30.415	1.12632	30.254	30.263	0.91348	30.246	1.05931	30.049	30.06	0.84967	30.027
5.3086	0.21168	30.025	0.3985	0.22434	1.43233	30.427	30.441	1.2143	30.395	1.12638	30.251	30.262	0.91353	30.25	1.05937	30.012	30.027	0.84994	29.994
5.3125	0.2117	30.022	0.39852	0.22552	1.43262	30.394	30.403	1.2148	30.355	1.12637	30.25	30.26	0.91348	30.252	1.05945	29.987	30.004	0.85015	29.972
5.3164	0.2117	30.017	0.39857	0.22665	1.43289	30.344	30.353	1.2153	30.3	1.12634	30.244	30.253	0.91347	30.241	1.05957	29.972	29.987	0.85033	29.959
5.3203	0.21172	30.015	0.39859	0.22729	1.43311	30.281	30.29	1.2159	30.238	1.12635	30.229	30.241	0.91355	30.22	1.05975	29.97	29.98	0.8505	29.956
5.3242	0.21172	30.016	0.39855	0.22673	1.43325	30.214	30.223	1.2165	30.176	1.12639	30.206	30.215	0.9137	30.191	1.06006	29.98	29.99	0.85071	29.962
5.3281	0.21169	30.017	0.39854	0.2255	1.43336	30.157	30.167	1.2169	30.124	1.12646	30.172	30.178	0.91396	30.15	1.06046	29.996	30.012	0.85097	29.975
5.332	0.21165	30.017	0.39857	0.22547	1.43354	30.116	30.123	1.2174	30.082	1.12657	30.133	30.139	0.9143	30.105	1.06089	30.013	30.033	0.85126	29.992
5.3359	0.21163	30.016	0.39862	0.22623	1.43384	30.086	30.087	1.2178	30.049	1.12674	30.096	30.103	0.91467	30.069	1.0613	30.032	30.049	0.85152	30.015
5.3398	0.21169	30.016	0.39862	0.22693	1.43424	30.064	30.065	1.2183	30.025	1.12693	30.067	30.072	0.91502	30.043	1.06171	30.061	30.073	0.85172	30.045
